"row.ID","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumRings","NumAromaticRings","NumAliphaticRings","NumAromaticHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","Chi0v","Chi1v","Chi2v","Chi1n","Chi2n","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN8","MQN9","MQN10","MQN11","MQN13","MQN14","MQN16","MQN17","MQN19","MQN20","MQN21","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN35","MQN36","MQN41","MQN42"
"CSAR_31",4.7036,109.2376,191.7252845,86.46,412.28,411.0653655,6,3,5,3,3,8,43,43,4,4,0,3,0,1,14.91210311,8.076871946,5.73068677,14.66258379,4.974757824,7.734208055,7.87891289,3.92856842,5.309813353,26.05854989,6.496859684,0,32.50101934,60.94609309,14.28079286,22.38428247,0,0,23.20187978,25.47916609,0,25.46118351,0,6.496859684,0,82.2487392,22.38428247,29.10905951,10.28681662,14.87022226,0,5.098681808,0,23.20187978,47.38141523,46.18771493,28.31592588,5.693927995,4.235526235,0,5.907179729,0,20,0,2,1,4,1,0,23,1,11,11,5,7,6,3,0,2,1,2,20,0,2,2,0,0
"Model_35",5.1461,105.4309,185.3460685,69.61,376.847,376.1090888,5,2,5,2,3,6,44,44,4,3,1,1,1,2,13.83099609,7.562711641,5.203329864,15.57917436,4.825365391,6.459937123,7.595949759,3.830079327,5.309813353,10.884183,6.496859684,0,53.75809046,83.00158907,7.84631747,5.57310453,0,0,11.60093989,28.17959968,0,10.28681662,10.22850025,12.51475215,0,100.1800046,0,23.08122415,10.28681662,4.794537184,0,10.22850025,0,53.89787084,29.25415911,28.82894423,26.73738487,11.71182046,2.823684157,0,5.907179729,0,21,0,1,1,3,1,0,24,1,12,10,5,6,5,2,0,2,1,2,19,1,2,2,0,0
"CSAR_35",4.3494,142.3664,253.2973492,73.48,513.449,512.1620055,7,2,12,2,6,9,63,63,4,4,0,2,0,2,18.3203514,9.679547428,6.772952055,22.81804567,6.017023109,7.683664645,11.07460738,5.585660029,20.49887768,40.58462099,6.9758269,0,49.3435067,59.30678206,12.86895078,22.16030442,11.63572556,5.749511833,23.20187978,48.09320405,0,14.53505669,6.9758269,13.70378423,31.35937765,74.91131558,16.87641482,45.87100677,14.93961079,9.361636832,4.983978521,4.983978521,0,29.24429849,56.00071519,42.1226111,51.90533294,24.45253398,1.411842078,5.948339281,5.559266895,1.411842078,26,0,2,2,3,2,0,42,1,12,11,12,8,6,3,1,1,8,2,20,0,0,4,2,1
"CSAR_9",5.29392,130.0354,230.1381439,102.93,482.371,481.1072303,7,4,9,4,5,9,54,54,4,4,0,2,0,2,17.3203514,9.278209687,6.518159039,18.77216982,5.762230093,8.433007927,10.03904649,5.167972563,10.61962671,33.95113313,0,6.851892117,50.93615609,66.72755879,14.28079286,11.25737949,11.63572556,0,23.20187978,37.44176707,1.431199657,20.25477367,0,12.86978459,11.8687986,93.5936564,11.25737949,40.74478507,20.70543817,4.794537184,9.967957042,0,0,59.45639203,36.10605122,22.02151758,53.19407839,5.693927995,4.235526235,7.379538938,5.907179729,0,24,0,2,2,3,2,0,33,1,12,11,9,9,7,3,1,3,3,2,21,0,1,3,0,0
"Model_32",4.0502,104.2276,182.8269887,86.46,377.835,377.1043378,6,3,5,3,3,7,43,43,4,4,0,3,0,1,13.77820969,7.509925237,5.16374006,14.97360155,4.785775587,6.65331681,7.47078774,3.753406838,5.309813353,26.05854989,6.496859684,0,33.8717779,66.9885118,9.258159549,22.38428247,0,0,11.60093989,26.84992465,0,25.46118351,0,6.496859684,0,83.2685246,22.38428247,17.50811962,10.28681662,14.87022226,0,5.098681808,0,23.68577731,41.33899652,41.16508161,29.68668444,5.693927995,4.235526235,0,5.907179729,0,20,0,1,1,4,1,0,23,1,11,11,5,7,6,2,0,2,1,2,20,0,2,2,0,0
"Model_31",5.0777,106.5159,190.4136522,78.84,392.846,392.1040035,6,2,6,2,4,7,45,45,4,3,1,1,1,2,14.23924438,7.725803175,5.264359324,15.74226589,4.886394851,6.988063201,8.205474124,4.030374277,5.473121347,10.884183,11.39657383,0,53.75809046,83.00158907,7.84631747,5.57310453,0,0,11.60093989,33.01718827,0,10.45012462,10.22850025,12.57687771,0,100.1800046,0,23.08122415,4.97700327,9.632125768,5.473121347,10.22850025,0,53.89787084,29.25415911,22.33208455,33.29637011,11.71182046,2.823684157,0,5.907179729,0,21,0,1,1,3,2,0,25,1,12,10,6,8,6,2,1,2,1,2,19,1,2,2,0,0
"CSAR_23",2.3281,96.2417,175.5908317,65.42,375.358,375.1057425,5,1,3,0,4,7,41,41,5,4,1,3,1,1,13.45303162,7.579910388,5.357696793,14.02712398,5.357696793,7.7099537,6.453585155,2.595574194,15.6833602,16.63750146,0,11.63444168,22.20935009,70.46159276,1.411842078,27.8269105,8.780830095,0,0,36.14187305,0,10.14064178,4.992404733,0,6.496859684,89.04713912,22.25380597,5.57310453,4.523094937,4.983978521,13.75783337,0,0,22.23390541,29.73312632,23.47269341,43.77934054,1.370758556,23.89154879,0,0,6.89954903,21,2,0,0,4,0,1,18,0,14,13,3,6,5,2,0,0,0,4,21,1,2,3,2,1
"CSAR_29",3.6974,122.2157,230.7170174,110.44,482.486,482.1803846,7,6,7,4,3,10,58,58,5,4,1,2,1,2,16.68645798,9.194566729,6.529193913,20.3778483,6.529193913,8.266990265,8.952864962,4.519588081,15.75941803,27.63355661,25.54294279,0,56.0451666,54.64272138,8.47105247,22.38428247,13.17124514,5.749511833,0,60.18933493,0,20.47720499,0,25.54294279,6.558985243,82.59045534,28.1337943,5.907179729,20.7364213,9.886243742,0,18.26992695,0,24.16967483,34.8176106,38.47455138,44.55063828,17.94029951,4.235526235,0,5.907179729,10.41182475,25,3,0,2,3,1,1,35,1,15,11,7,8,6,4,0,2,4,2,21,2,3,2,2,1
"Model_30",4.4521,92.9562,168.5298843,60.82,340.814,340.1090888,5,1,3,1,3,6,41,41,4,2,2,1,2,1,12.33099609,6.786318439,4.78874006,14.85556756,4.410775587,5.296653107,6.244236839,2.75625,0,28.7778121,0,0,62.31124733,52.78949553,6.434475392,5.57310453,0,0,11.60093989,28.13851616,0,9.876913001,10.22850025,18.76374227,12.99371937,64.40445957,0,23.08122415,9.876913001,4.794537184,0,10.22850025,0,23.68577731,36.43655742,46.29187236,17.14207498,11.71182046,1.411842078,0,5.907179729,0,18,0,1,0,4,1,0,22,1,14,7,3,6,5,2,0,1,0,2,14,5,3,1,0,0
"Model_29",4.3508,110.4767,184.9155112,54.35,371.465,371.1092332,4,1,3,1,4,5,44,44,5,3,2,1,1,2,13.97463395,8.270509803,6.140860966,15.90122682,5.163340159,6.311902429,6.667654269,3.380563938,5.309813353,22.07670249,4.794537184,0,45.32592247,76.49462353,1.411842078,16.95499668,0,0,11.76188495,28.13851616,0,10.29379187,4.992404733,18.28477506,0,82.62912178,0,39.79171313,5.309813353,9.778515705,0,4.992404733,0,42.29693095,53.4410407,27.58324525,28.24169846,0,6.579493848,0,5.907179729,0,22,0,0,1,2,1,0,21,2,16,9,3,5,4,1,0,2,0,3,18,3,1,3,2,1
"Model_28",4.0502,104.2276,182.8269887,86.46,377.835,377.1043378,6,3,5,3,3,7,43,43,4,4,0,3,0,1,13.77820969,7.509925237,5.16374006,14.97360155,4.785775587,6.65331681,7.47078774,3.753406838,5.309813353,26.05854989,6.496859684,0,33.8717779,66.9885118,9.258159549,22.38428247,0,0,11.60093989,26.84992465,0,25.46118351,0,6.496859684,0,83.2685246,22.38428247,17.50811962,10.28681662,14.87022226,0,5.098681808,0,29.72819601,35.29657781,41.16508161,29.68668444,5.693927995,4.235526235,0,5.907179729,0,20,0,1,1,4,1,0,23,1,11,11,5,7,6,2,0,2,1,2,20,0,2,2,0,0
"Model_27",4.3277,112.5134,201.8286633,93.8,424.863,424.1102317,6,4,7,4,3,8,48,48,4,4,0,2,0,2,15.11720885,8.205818023,5.731177572,16.57774263,5.353213099,7.682581595,8.524187285,3.982637195,5.309813353,34.17356446,0,5.817220841,41.26042893,66.72755879,9.258159549,22.38428247,4.390415048,0,11.60093989,37.71990644,1.431199657,20.47720499,0,6.017892468,6.558985243,88.82479243,22.38428247,17.50811962,15.39562481,9.886243742,4.390415048,5.098681808,0,41.81303343,29.73312632,27.885883,43.6343207,11.51114884,4.235526235,1.431199657,5.907179729,0,22,1,1,1,3,2,0,28,1,11,11,7,8,6,3,1,2,2,1,21,0,2,2,0,0
"CSAR_28",4.4471,90.4112,165.9313382,60.82,346.793,346.099667,5,1,6,1,3,7,40,40,3,2,1,1,1,1,12.20896056,6.475300676,4.615918898,14.0445498,4.237954425,5.807220278,6.567502991,2.968366033,0,29.25677932,0,5.817220841,55.04653109,46.74707682,6.434475392,5.57310453,4.390415048,0,11.60093989,31.15817265,0,9.876913001,10.22850025,12.86978459,13.47268658,64.1792617,0,23.08122415,9.876913001,4.794537184,4.390415048,10.22850025,0,17.6433586,30.54259973,41.74820627,20.79394974,17.5290413,1.411842078,0,5.907179729,0,17,1,1,1,3,1,0,25,1,9,7,6,6,5,3,0,2,3,2,13,1,2,1,0,0
"Model_26",2.7135,107.7051,191.0343485,74.48,359.453,359.1871864,5,3,8,1,4,5,50,50,4,2,2,1,1,1,13.19710267,7.226282279,4.86447888,18.56792307,4.86447888,5.055916728,7.677647675,4.037195303,10.44960468,28.98422624,6.372924901,5.893957685,45.39396622,76.95933296,4.235526235,5.57310453,0,5.749511833,0,42.10030204,0,4.983978521,16.09677274,19.24270949,6.558985243,77.88342089,5.749511833,16.99647454,10.44960468,4.983978521,0,10.20281505,0,42.31623703,30.08293859,26.33382294,41.31008413,19.6971481,0,0,0,4.235526235,22,0,0,1,3,1,0,31,0,12,10,8,5,4,0,1,0,5,3,17,1,1,3,2,1
"Model_24",2.1217,93.5161,160.1172066,96.13,327.351,327.1232434,7,3,3,1,6,7,38,38,5,5,0,4,0,1,12.13049517,6.888854382,4.866640786,13.23049517,4.866640786,5.961454188,5.134073422,2.060337182,10.81142353,24.91012513,0,0,13.70758556,60.55466358,4.235526235,39.06486113,5.817862778,0,0,23.03481835,0,24.91012513,0,0,5.719716976,60.55466358,22.51475897,22.36796493,5.719716976,0,4.515397894,16.23280707,5.098681808,41.35319405,28.72844112,18.20578707,29.3653185,0,2.823684157,0,5.647177221,1.411842078,18,0,0,1,6,0,0,16,0,13,13,3,7,7,0,0,1,0,4,20,0,2,3,4,2
"Model_23",4.0927,109.0946,192.0018719,86.46,391.862,391.1199879,6,3,6,3,3,7,46,46,4,4,0,3,0,1,14.27820969,7.759925237,5.28874006,16.22360155,4.910775587,6.599898754,8.102901425,3.96796634,5.309813353,32.55540957,6.372924901,0,36.61329501,66.9885118,9.258159549,22.38428247,0,0,11.60093989,29.59144176,0,25.46118351,0,6.372924901,6.496859684,83.2685246,22.38428247,17.50811962,10.28681662,14.87022226,0,5.098681808,0,29.72819601,41.66950272,46.64811584,26.94516732,5.693927995,4.235526235,0,5.907179729,0,21,0,1,1,4,1,0,26,1,11,11,6,7,6,2,0,2,2,2,20,0,2,2,0,0
"CSAR_8",2.55312,101.6612,185.7203634,123.16,367.409,367.1644395,8,5,10,5,6,8,48,48,3,3,0,2,0,1,12.96081285,6.848440413,4.59184504,17.00657778,4.59184504,5.477773883,7.774560958,4.169947013,10.61962671,40.42901542,6.496859684,6.851892117,50.39939718,36.51546525,4.235526235,11.25737949,5.948339281,11.49902367,0,41.1798167,2.862399314,20.25477367,0,20.20064392,11.80667304,53.33629623,22.75640315,11.85551901,25.81424636,4.794537184,9.967957042,0,0,6.042418708,42.95794334,41.86902973,16.65999644,5.693927995,15.7345499,5.948339281,8.769579044,0,19,0,0,2,3,3,0,32,1,9,8,10,11,8,1,2,3,4,2,15,0,1,2,0,0
"Model_22",4.1249,99.1259,182.6663978,78.84,370.84,370.1196535,6,2,5,2,4,7,45,45,4,2,2,1,2,1,13.23924438,7.220959932,4.986578154,16.23742265,4.608613681,5.776782893,7.433364704,3.565174952,5.309813353,30.02004595,4.736862954,0,63.68200589,52.78949553,7.84631747,5.57310453,0,0,11.60093989,35.65797975,0,10.28681662,10.22850025,24.8437603,13.05584493,64.40445957,0,23.08122415,15.02367958,4.794537184,0,10.22850025,0,23.68577731,36.43655742,40.8709637,30.07588579,11.71182046,2.823684157,0,5.907179729,0,19,0,1,1,3,1,1,26,1,14,7,5,8,6,2,0,2,1,3,13,5,3,1,0,0
"Model_21",4.9974,111.0599,194.3391092,64.78,390.874,390.1247389,5,2,6,2,2,6,47,47,4,4,0,2,0,2,14.33099609,7.786318439,5.426936662,16.80278116,5.048972189,6.356286491,7.742333145,3.703111527,0,32.950308,6.496859684,0,39.35481213,72.7699775,7.84631747,22.38428247,0,0,11.60093989,30.9211168,0,20.06730137,0,6.496859684,6.9758269,89.0499903,22.38428247,17.50811962,9.876913001,9.886243742,0,5.098681808,0,53.89787084,29.25415911,39.90739376,31.05744299,5.693927995,2.823684157,0,5.907179729,0,22,0,1,1,3,1,0,27,1,11,11,6,6,5,2,0,2,2,1,21,0,2,2,0,0
"Model_20",4.6638,112.9846,199.3007396,82.8,406.873,406.1196535,6,3,7,3,3,7,48,48,4,4,0,2,0,2,14.73924438,7.970959932,5.509516082,16.93463625,5.131551609,6.77864775,8.242505871,4.171901828,10.04667631,28.11252382,6.496859684,0,37.98405357,66.72755879,9.258159549,22.38428247,0,5.749511833,11.60093989,35.69906327,0,20.47720499,0,6.496859684,7.037952459,83.00757159,28.1337943,17.50811962,15.02367958,9.886243742,0,5.098681808,0,35.77061472,41.33899652,28.81929119,40.83691256,11.44343983,4.235526235,0,5.907179729,0,22,0,1,1,3,2,0,28,1,11,11,7,8,6,2,1,2,2,1,21,0,2,2,0,0
"CSAR_7",2.6373,88.8533,157.1802869,96.69,327.775,327.0886877,6,4,5,3,4,7,37,37,3,3,0,2,0,1,11.77820969,6.283532034,4.276936662,12.69442194,3.898972189,5.648940972,6.4950019,3.670472089,11.02953033,20.85214004,6.496859684,0,29.75950223,48.60030267,10.67000163,11.25737949,5.948339281,0,11.60093989,24.14949106,0,20.25477367,0,6.496859684,5.719716976,64.88031547,11.25737949,23.4564589,16.0065336,4.794537184,9.967957042,0,0,23.68577731,29.73312632,29.42873491,19.40151356,5.693927995,5.647368313,5.948339281,5.907179729,0,16,0,1,2,3,1,0,21,1,9,8,5,7,6,2,0,3,1,2,15,0,1,2,0,0
"Model_18",5.4146,112.7052,200.0319774,60.82,402.885,402.1247389,5,1,3,1,3,6,48,48,5,3,2,1,2,2,14.83099609,8.286318439,5.91374006,17.35556756,5.535775587,6.673662536,7.33399391,3.382011312,0,22.28095241,12.86978459,0,63.43381763,76.95917036,6.434475392,5.57310453,0,0,11.60093989,30.88003327,0,9.876913001,10.22850025,18.88767705,6.496859684,99.70103738,0,23.08122415,9.876913001,4.794537184,0,10.22850025,0,47.85545214,41.1905355,40.80883814,25.36662632,11.71182046,1.411842078,0,5.907179729,0,23,0,1,0,4,1,0,24,1,17,10,3,6,5,2,0,1,0,2,20,4,2,3,2,1
"Model_19",3.6816,114.664,202.3997499,116.66,419.872,419.1149025,7,5,6,4,3,8,48,48,4,4,0,2,0,2,15.18645798,8.240442584,5.745285827,16.59854609,5.367321354,7.445800922,8.262344372,3.966336895,11.02953033,26.98175109,4.794537184,0,39.88967037,72.7699775,12.08184371,22.38428247,0,0,11.60093989,34.46814599,0,20.47720499,5.719716976,6.017892468,0,89.0499903,22.38428247,23.41529935,16.0065336,14.68078093,0,5.098681808,0,53.89787084,29.25415911,22.32243151,29.68668444,11.71182046,7.059210392,5.907179729,5.907179729,0,22,0,1,2,3,2,0,27,2,11,11,6,9,7,3,0,4,1,1,21,0,2,2,0,0
"Model_17",-0.7704,77.6668,145.5290908,126.65,392.153,391.9981529,8,5,6,4,8,9,33,33,3,2,1,2,1,0,11.45731031,6.07720649,4.682414516,11.11762941,3.603665371,5.319673309,5.074455413,1.967339974,5.719716976,58.95411956,4.736862954,3.570182271,17.17002126,12.47626692,2.823684157,11.03340144,5.817862778,0,22.59087063,33.85304013,4.293598972,14.53505669,0,24.44400689,12.27870222,16.0464492,0,39.44213484,30.35010415,0,9.967957042,0,0,0,22.59087063,9.743077482,21.54051935,37.37922435,9.027636967,4.293598972,0,0,11,0,0,1,3,3,1,20,0,10,5,6,12,8,1,3,1,1,3,7,4,2,1,2,1
"Model_16",3.8171,91.4549,162.8370161,64.78,328.803,328.1090888,5,2,6,2,2,6,40,40,3,3,0,2,0,1,11.83099609,6.286318439,4.426936662,14.30278116,4.048972189,4.980987971,6.299921894,3.004813367,0,39.44716768,0,0,37.90173564,42.55788396,7.84631747,22.38428247,0,0,11.60093989,28.17959968,0,20.06730137,0,6.851892117,13.47268658,53.27444527,22.38428247,17.50811962,9.876913001,9.886243742,0,5.098681808,0,23.68577731,30.54259973,52.93408175,9.595309893,11.38785599,2.823684157,0,5.907179729,0,17,0,1,1,3,1,0,25,1,8,8,6,6,5,2,0,2,3,1,15,0,2,1,0,0
"CSAR_25",4.3419,99.5512,182.5417253,70.05,391.258,390.0650311,6,1,3,1,4,8,42,42,4,2,2,1,2,1,13.8731378,7.511513439,5.411872988,14.70279809,4.655944042,6.782021148,7.227815212,3.400741151,0,41.89578258,4.736862954,0,48.19463897,46.74707682,11.45710871,5.57310453,0,0,23.20187978,31.50462056,0,9.876913001,10.22850025,6.017892468,26.11168985,63.38467418,0,34.68216404,14.61377595,4.794537184,0,10.22850025,0,23.20187978,29.73312632,40.34843723,39.85535536,11.71182046,1.411842078,0,5.907179729,0,18,0,2,0,4,1,1,22,1,15,7,3,8,6,3,0,1,0,3,14,5,2,2,0,0
"CSAR_6",2.66972,120.6151,220.7941402,117.07,429.504,429.203899,8,5,10,4,5,8,57,57,4,4,0,3,0,1,15.49977815,8.341529863,5.482872418,20.53863254,5.482872418,6.489653827,9.844659932,4.984870597,15.59662998,33.95113313,6.496859684,6.851892117,60.61188325,73.0309305,5.647368313,11.25737949,5.948339281,0,0,47.94288808,1.431199657,20.25477367,0,19.36664427,11.8687986,95.41521297,11.25737949,11.85551901,20.70543817,4.794537184,14.94496031,0,0,30.21209354,29.5846653,40.60321468,38.83218405,8.435445107,16.58131666,7.379538938,5.907179729,1.411842078,24,0,0,2,4,2,0,36,1,12,11,10,10,8,1,1,3,4,2,21,0,1,3,0,0
"Model_13",3.6885,94.5412,173.6434295,70.05,356.813,356.1040035,6,1,3,1,4,7,42,42,4,2,2,1,2,1,12.73924438,6.944566729,4.844926278,15.01381585,4.466961805,5.789397507,6.818402003,3.22680207,0,41.89578258,4.736862954,0,49.56539753,52.78949553,6.434475392,5.57310453,0,0,11.60093989,32.87537911,0,9.876913001,10.22850025,6.017892468,26.11168985,64.40445957,0,23.08122415,14.61377595,4.794537184,0,10.22850025,0,23.68577731,23.69070761,35.32580391,41.22611391,11.71182046,1.411842078,0,5.907179729,0,18,0,1,0,4,1,1,22,1,15,7,3,8,6,2,0,1,0,3,14,5,2,2,0,0
"CSAR_24",3.82242,99.5875,182.8971585,84.07,350.422,350.1742759,6,2,6,2,6,6,48,48,4,3,1,2,0,1,12.60535096,6.906070061,4.633856465,17.76153195,4.633856465,4.953158434,7.253312875,3.458256619,5.309813353,33.76253864,0,6.851892117,58.66711815,46.95050239,1.411842078,22.51475897,5.948339281,0,0,38.45891633,1.431199657,15.1246203,0,44.44150222,5.309813353,48.18765488,22.51475897,5.948339281,14.94171648,0,9.967957042,0,0,35.3687568,38.38601043,32.83258329,29.67422452,11.45417541,1.411842078,7.379538938,0,0,20,0,0,1,3,1,1,28,0,15,8,6,8,6,0,1,1,1,4,13,6,1,3,0,0
"CSAR_5",3.6995,110.7273,192.1233629,96.69,371.444,371.1746103,6,4,7,3,4,6,49,49,4,4,0,2,0,2,13.64431627,7.466585325,5.084989952,17.75543971,5.084989952,5.669411708,7.520458034,3.441842745,11.02953033,20.85214004,12.86978459,0,51.77015573,60.68514008,5.647368313,22.02982792,5.948339281,0,0,33.74480095,0,20.25477367,0,19.7216767,5.719716976,77.50597106,11.25737949,22.62796744,16.0065336,4.794537184,9.967957042,0,0,49.14882307,34.31469502,31.25989438,22.14303067,5.693927995,5.647368313,5.948339281,5.907179729,0,22,0,0,2,3,1,0,29,1,11,11,7,7,6,1,0,3,3,2,19,0,1,3,2,1
"CSAR_4",2.29232,88.5803,157.4568743,96.69,307.357,307.1433102,6,4,6,3,4,6,40,40,3,3,0,2,0,1,11.14431627,5.966585325,3.959989952,14.25543971,3.959989952,4.673058028,6.310698891,3.370190992,11.02953033,20.85214004,6.496859684,6.851892117,39.43522939,48.60030267,5.647368313,11.25737949,5.948339281,0,0,28.26176673,0,20.25477367,0,13.3487518,5.719716976,65.42113365,11.25737949,11.85551901,16.0065336,4.794537184,9.967957042,0,0,24.16967483,30.06363252,28.51837727,19.40151356,5.693927995,5.647368313,5.948339281,5.907179729,0,17,0,0,2,3,1,0,24,1,9,8,6,7,6,1,0,3,2,2,15,0,1,2,0,0
"Model_11",5.4684,102.2139,176.1711853,69.61,362.82,362.0934388,5,2,4,2,3,6,41,41,4,3,1,1,1,2,13.33099609,7.312711641,5.065133263,14.32917436,4.68716879,6.520473464,6.976677183,3.295190896,5.309813353,10.884183,0,0,45.45312186,83.00158907,7.84631747,5.57310453,5.687386275,0,11.60093989,25.43808257,0,4.97700327,10.22850025,6.017892468,5.309813353,94.61655311,0,28.76861042,10.28681662,4.794537184,0,10.22850025,0,41.81303343,35.77554503,28.01947082,23.99586776,11.71182046,2.823684157,0,5.907179729,0,20,0,1,1,3,1,0,21,1,12,10,4,6,5,2,0,2,0,2,19,1,2,2,0,0
"Model_12",4.0564,100.9117,165.2119394,54.35,351.456,351.050004,4,1,3,1,5,6,37,37,4,3,1,2,1,1,13.19937882,7.995254675,6.003802439,12.80947511,4.209785051,6.460167967,6.585872878,3.246066132,5.309813353,16.05881002,11.29139687,0,26.88970136,63.72348182,1.411842078,16.95499668,0,0,23.09867083,22.65548194,0,10.29379187,4.992404733,6.496859684,0,69.17167577,0,51.128499,5.309813353,9.778515705,0,4.992404733,11.33678588,18.12725612,52.90319743,16.43626662,33.36779959,0,6.579493848,0,5.907179729,0,18,0,0,1,2,1,0,17,2,12,9,3,5,4,1,0,2,1,4,16,0,2,2,2,1
"Model_09",3.9423,119.5363,211.7265479,102.67,433.899,433.1305526,7,4,7,4,3,8,51,51,4,4,0,2,0,2,15.68645798,8.464049382,5.857089226,17.87493929,5.479124753,7.387375747,8.889884964,4.362900101,10.61962671,33.957578,4.794537184,0,44.00194604,72.7699775,10.67000163,22.38428247,0,0,11.60093989,37.16857958,0,25.78701834,0,6.017892468,6.9758269,89.0499903,22.38428247,23.41529935,15.59662998,14.68078093,0,5.098681808,0,53.89787084,29.25415911,33.41053408,29.68668444,11.71182046,5.647368313,5.907179729,5.907179729,0,23,0,1,2,3,2,0,30,2,11,11,7,9,7,3,0,4,2,1,21,0,2,2,0,0
"Model_10",2.7736,81.8279,144.7638373,64.78,280.331,280.1324111,5,2,5,2,2,5,37,37,3,3,0,2,0,1,10.19710267,5.469371729,3.748186553,13.36379892,3.748186553,4.099237423,5.282136487,2.452148899,0,39.9261349,0,0,29.67908497,48.60030267,2.823684157,22.38428247,0,0,0,26.80884113,0,20.06730137,0,0,13.9516538,54.29423066,22.38428247,5.907179729,9.876913001,9.886243742,0,5.098681808,0,30.21209354,11.6058702,45.64889854,10.96606845,11.38785599,2.823684157,0,5.907179729,0,16,0,0,1,3,1,0,22,1,8,8,5,6,5,1,0,2,2,1,15,0,2,1,0,0
"CSAR_27",4.4415,96.4691,177.1452415,54.85,337.422,337.1828499,4,3,4,2,2,5,47,47,4,3,1,2,0,1,12.16681886,6.730623023,4.482016225,17.57226381,4.482016225,4.526479665,7.050304289,3.550112381,10.28681662,16.20828083,0,5.817220841,57.90903707,48.60030267,4.235526235,22.38428247,10.20827783,0,0,39.64735712,0,10.19038837,0,37.88251697,5.309813353,54.41752351,22.38428247,5.817862778,0,10.40151991,9.367418318,5.098681808,0,6.372924901,61.26724464,37.04980246,28.85078412,7.187979397,1.411842078,0,5.817862778,2.823684157,20,1,0,1,3,0,0,27,0,15,8,4,4,4,1,0,1,0,1,16,6,1,3,0,0
"Model_08",2.0494,95.5504,176.0899796,111.38,383.857,383.0706547,7,3,9,2,6,9,43,43,2,2,0,1,0,1,13.33327224,7.772098005,5.786682574,14.75261107,3.993596236,6.13629437,7.709073194,4.833414554,15.76639328,32.05186458,16.33411282,0,43.46518713,35.10757701,9.258159549,0,5.687386275,5.879988336,11.60093989,42.7461017,0,10.29379187,0,18.24423528,18.46262632,46.49210634,5.879988336,33.03275903,15.76639328,4.794537184,13.40177551,0,0,23.68577731,30.54259973,20.90533512,29.478682,10.71656131,14.07277937,5.879988336,5.907179729,0,16,0,1,2,1,4,0,29,3,6,6,9,11,7,4,1,3,5,1,11,0,0,2,0,0
"Model_07",1.92458,114.1179,214.295975,153.63,448.501,448.1416555,10,3,14,2,9,11,55,55,2,2,0,1,0,1,15.463089,8.745254675,6.409170373,19.10373221,4.994048507,6.996245445,9.526816758,5.761733343,25.24011919,45.64880228,21.00471522,11.33111287,53.6166169,23.0227396,4.235526235,0,11.50524905,17.379012,0,60.44437894,5.261891555,4.983978521,0,31.05221064,31.28935935,29.25415911,23.44823332,27.24968192,25.24011919,4.794537184,8.417796984,10.24587008,0,0,19.74620294,38.91055713,45.92381968,33.84504272,14.07277937,11.78716807,0,0,20,0,0,3,1,6,0,40,3,6,6,14,16,10,4,4,3,8,1,11,0,0,2,0,0
"Model_06",4.1133,115.1804,204.4272094,93.8,418.884,418.1196535,6,4,5,4,3,7,49,49,5,4,1,2,0,2,15.23924438,8.516835786,6.144257408,17.38876039,5.766292935,7.112682889,7.478933178,3.298694948,5.309813353,33.69459724,6.372924901,0,48.19463897,66.72755879,9.258159549,22.38428247,0,0,11.60093989,34.70024995,1.431199657,20.47720499,0,18.4708354,0,88.57102308,22.38428247,17.50811962,15.39562481,9.886243742,0,5.098681808,0,47.85545214,34.8176106,37.60976873,29.91777173,11.38785599,4.235526235,1.431199657,5.907179729,0,23,0,1,1,3,2,0,26,1,15,11,5,8,6,2,1,2,0,1,21,3,3,2,2,1
"Model_05",2.13258,96.4131,179.3208104,119.49,356.382,356.1484551,8,3,11,2,7,8,46,46,2,2,0,1,0,1,12.42184754,6.270509803,4.059425502,16.11215059,4.059425502,5.511526718,8.575388451,4.329150365,25.24011919,31.52604841,11.16746209,11.33111287,41.28169056,24.16967483,4.235526235,0,11.50524905,17.379012,0,46.54354774,5.261891555,4.983978521,0,13.22481702,31.66442049,35.29657781,23.44823332,17.41242878,25.24011919,4.794537184,0,10.24587008,0,0,24.97914824,18.45966298,49.14430401,28.94955925,4.235526235,11.78716807,0,0,18,0,0,3,1,4,0,33,1,6,6,11,12,8,2,4,3,5,1,11,0,0,2,0,0
